id, jobId, staffId, status, active, jobDate, offeredDate
"59ca6128c7685a001991e401", "59c3d89ac7685a001991e3cf", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-13", ""
"59ca6130c7685a001991e402", "59c3d7f4594d35001a0205d5", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-15", ""
"59ca6133c7685a001991e403", "59ca2eb5c7685a001991e3f0", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-16", ""
"59ca613ac7685a001991e404", "59ca1e3a594d35001a0205ec", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-17", ""
"59ca6141c7685a001991e405", "59ca2ede594d35001a0205f2", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-17", ""
"59ca6143c7685a001991e406", "59ca2ef7c7685a001991e3f1", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-18", ""
"59ca6146c7685a001991e407", "59ca2f66c7685a001991e3f5", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-20", ""
"59ca6149c7685a001991e408", "59ca1e4f594d35001a0205ed", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-21", ""
"59ca614ac7685a001991e409", "59ca0a3ac7685a001991e3e7", "59b274c199ad870018545db0", "confirmed", false, "2017-10-11", "2017-09-26"
"59ca614f594d35001a0205f5", "59ca1e9a594d35001a0205f0", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-21", ""
"59ca6154594d35001a0205f6", "59ca1eb9594d35001a0205f1", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-22", ""
"59ca6227594d35001a0205f7", "59ca2ede594d35001a0205f2", "59b274c199ad870018545db0", "confirmed", false, "2017-10-17", "2017-09-26"
"59ca624fc7685a001991e40a", "59ca2ef7c7685a001991e3f1", "59b274c199ad870018545db0", "deal", true, "2017-10-18", "2017-09-26"
"59ca6462c7685a001991e40d", "59ca6450c7685a001991e40c", "59b274c199ad870018545db0", "deal", true, "2017-10-13", "2017-09-26"
